InstanceType,AcceleratorName,AcceleratorCount,DeviceMemory,vCPUs,MemoryGiB,GpuInfo,Price,SpotPrice,Region,Generation
Standard_E16-4as_v4,,,,16.0,128,,1.008,0.1008,westus3,"V1,V2"
Standard_E16-4as_v5,,,,16.0,128,,1.022,0.1022,centralus,"V1,V2"
Standard_E16-4as_v5,,,,16.0,128,,1.758,0.1022,centralus,"V1,V2"
Standard_E16-4as_v5,,,,16.0,128,,1.64,0.0904,eastus,"V1,V2"
Standard_E16-4as_v5,,,,16.0,128,,0.904,0.0904,eastus,"V1,V2"
Standard_E16-4as_v5,,,,16.0,128,,0.904,0.0904,eastus2,"V1,V2"
Standard_E16-4as_v5,,,,16.0,128,,1.64,0.0904,eastus2,"V1,V2"
Standard_E16-4as_v5,,,,16.0,128,,1.64,0.0904,northcentralus,"V1,V2"
Standard_E16-4as_v5,,,,16.0,128,,0.904,0.0904,northcentralus,"V1,V2"
Standard_E16-4as_v5,,,,16.0,128,,1.821,0.1085,southcentralus,"V1,V2"
Standard_E16-4as_v5,,,,16.0,128,,1.085,0.1085,southcentralus,"V1,V2"
Standard_E16-4as_v5,,,,16.0,128,,1.085,0.1085,westcentralus,"V1,V2"
Standard_E16-4as_v5,,,,16.0,128,,1.821,0.1085,westcentralus,"V1,V2"
Standard_E16-4as_v5,,,,16.0,128,,1.744,0.1008,westus,"V1,V2"
Standard_E16-4as_v5,,,,16.0,128,,1.008,0.1008,westus,"V1,V2"
Standard_E16-4as_v5,,,,16.0,128,,1.64,0.0904,westus2,"V1,V2"
Standard_E16-4as_v5,,,,16.0,128,,0.904,0.0904,westus2,"V1,V2"
Standard_E16-4as_v5,,,,16.0,128,,0.904,0.0904,westus3,"V1,V2"
Standard_E16-4as_v5,,,,16.0,128,,1.64,0.0904,westus3,"V1,V2"
Standard_E16-4ds_v4,,,,16.0,128,,1.302,0.1302,centralus,"V1,V2"
Standard_E16-4ds_v4,,,,16.0,128,,1.152,0.1152,eastus,"V1,V2"
Standard_E16-4ds_v4,,,,16.0,128,,1.152,0.167501,eastus2,"V1,V2"
Standard_E16-4ds_v4,,,,16.0,128,,1.152,0.1152,northcentralus,"V1,V2"
Standard_E16-4ds_v4,,,,16.0,128,,1.498,0.1498,southcentralus,"V1,V2"
Standard_E16-4ds_v4,,,,16.0,128,,1.382,0.1382,westcentralus,"V1,V2"
Standard_E16-4ds_v4,,,,16.0,128,,1.296,0.1296,westus,"V1,V2"
Standard_E16-4ds_v4,,,,16.0,128,,1.152,0.1152,westus2,"V1,V2"
Standard_E16-4ds_v4,,,,16.0,128,,1.152,0.133286,westus3,"V1,V2"
Standard_E16-4ds_v5,,,,16.0,128,,1.302,0.1302,centralus,"V1,V2"
Standard_E16-4ds_v5,,,,16.0,128,,1.152,0.130061,eastus,"V1,V2"
Standard_E16-4ds_v5,,,,16.0,128,,1.152,0.165658,eastus2,"V1,V2"
Standard_E16-4ds_v5,,,,16.0,128,,1.152,0.1152,northcentralus,"V1,V2"
Standard_E16-4ds_v5,,,,16.0,128,,1.382,0.1505,southcentralus,"V1,V2"
Standard_E16-4ds_v5,,,,16.0,128,,1.382,0.138694,westcentralus,"V1,V2"
Standard_E16-4ds_v5,,,,16.0,128,,1.296,0.130507,westus,"V1,V2"
Standard_E16-4ds_v5,,,,16.0,128,,1.152,0.115646,westus2,"V1,V2"
Standard_E16-4ds_v5,,,,16.0,128,,1.152,0.139507,westus3,"V1,V2"
Standard_E16-4s_v3,,,,16.0,128,,1.167,0.121952,centralus,"V1,V2"
Standard_E16-4s_v3,,,,16.0,128,,1.008,0.188496,eastus,"V1,V2"
Standard_E16-4s_v3,,,,16.0,128,,1.064,0.192371,eastus2,"V1,V2"
Standard_E16-4s_v3,,,,16.0,128,,1.008,0.103118,northcentralus,"V1,V2"
Standard_E16-4s_v3,,,,16.0,128,,1.166,0.120681,southcentralus,"V1,V2"
Standard_E16-4s_v3,,,,16.0,128,,1.166,0.1166,westcentralus,"V1,V2"
Standard_E16-4s_v3,,,,16.0,128,,1.12,0.115248,westus,"V1,V2"
Standard_E16-4s_v3,,,,16.0,128,,1.008,0.104933,westus2,"V1,V2"
Standard_E16-4s_v3,,,,16.0,128,,1.008,0.115315,westus3,"V1,V2"
Standard_E16-4s_v4,,,,16.0,128,,1.139,0.1139,centralus,"V1,V2"
Standard_E16-4s_v4,,,,16.0,128,,1.008,0.1008,eastus,"V1,V2"
Standard_E16-4s_v4,,,,16.0,128,,1.008,0.146563,eastus2,"V1,V2"
Standard_E16-4s_v4,,,,16.0,128,,1.008,0.1008,northcentralus,"V1,V2"
Standard_E16-4s_v4,,,,16.0,128,,1.21,0.121,southcentralus,"V1,V2"
Standard_E16-4s_v4,,,,16.0,128,,1.21,0.121,westcentralus,"V1,V2"
Standard_E16-4s_v4,,,,16.0,128,,1.12,0.112,westus,"V1,V2"
Standard_E16-4s_v4,,,,16.0,128,,1.008,0.1008,westus2,"V1,V2"
Standard_E16-4s_v4,,,,16.0,128,,1.008,0.116626,westus3,"V1,V2"
Standard_E16-4s_v5,,,,16.0,128,,1.139,0.1139,centralus,"V1,V2"
Standard_E16-4s_v5,,,,16.0,128,,1.008,0.113803,eastus,"V1,V2"
Standard_E16-4s_v5,,,,16.0,128,,1.008,0.14495,eastus2,"V1,V2"
Standard_E16-4s_v5,,,,16.0,128,,1.008,0.1008,northcentralus,"V1,V2"
Standard_E16-4s_v5,,,,16.0,128,,1.21,0.131769,southcentralus,"V1,V2"
Standard_E16-4s_v5,,,,16.0,128,,1.21,0.122089,westcentralus,"V1,V2"
Standard_E16-4s_v5,,,,16.0,128,,1.12,0.112784,westus,"V1,V2"
Standard_E16-4s_v5,,,,16.0,128,,1.008,0.10119,westus2,"V1,V2"
Standard_E16-4s_v5,,,,16.0,128,,1.008,0.122069,westus3,"V1,V2"
Standard_E16-8ads_v5,,,,16.0,128,,1.184,0.1184,centralus,"V1,V2"
Standard_E16-8ads_v5,,,,16.0,128,,1.92,0.1184,centralus,"V1,V2"
Standard_E16-8ads_v5,,,,16.0,128,,1.048,0.1048,eastus,"V1,V2"
Standard_E16-8ads_v5,,,,16.0,128,,1.784,0.1048,eastus,"V1,V2"
Standard_E16-8ads_v5,,,,16.0,128,,1.784,0.1048,eastus2,"V1,V2"
Standard_E16-8ads_v5,,,,16.0,128,,1.048,0.1048,eastus2,"V1,V2"
Standard_E16-8ads_v5,,,,16.0,128,,1.048,0.1048,northcentralus,"V1,V2"
Standard_E16-8ads_v5,,,,16.0,128,,1.784,0.1048,northcentralus,"V1,V2"
Standard_E16-8ads_v5,,,,16.0,128,,1.258,0.1258,southcentralus,"V1,V2"
Standard_E16-8ads_v5,,,,16.0,128,,1.994,0.1258,southcentralus,"V1,V2"
Standard_E16-8ads_v5,,,,16.0,128,,1.994,0.1258,westcentralus,"V1,V2"
Standard_E16-8ads_v5,,,,16.0,128,,1.258,0.1258,westcentralus,"V1,V2"
Standard_E16-8ads_v5,,,,16.0,128,,1.184,0.1184,westus,"V1,V2"
Standard_E16-8ads_v5,,,,16.0,128,,1.92,0.1184,westus,"V1,V2"
Standard_E16-8ads_v5,,,,16.0,128,,1.048,0.1048,westus2,"V1,V2"
Standard_E16-8ads_v5,,,,16.0,128,,1.784,0.1048,westus2,"V1,V2"
Standard_E16-8ads_v5,,,,16.0,128,,1.048,0.1048,westus3,"V1,V2"
Standard_E16-8ads_v5,,,,16.0,128,,1.784,0.1048,westus3,"V1,V2"
Standard_E16-8as_v4,,,,16.0,128,,1.139,0.1139,centralus,"V1,V2"
Standard_E16-8as_v4,,,,16.0,128,,1.008,0.1008,eastus,"V1,V2"
Standard_E16-8as_v4,,,,16.0,128,,1.008,0.1008,eastus2,"V1,V2"
Standard_E16-8as_v4,,,,16.0,128,,1.008,0.1008,northcentralus,"V1,V2"
Standard_E16-8as_v4,,,,16.0,128,,1.21,0.121,southcentralus,"V1,V2"
Standard_E16-8as_v4,,,,16.0,128,,1.21,0.121,westcentralus,"V1,V2"
Standard_E16-8as_v4,,,,16.0,128,,1.12,0.112,westus,"V1,V2"
Standard_E16-8as_v4,,,,16.0,128,,1.008,0.1008,westus2,"V1,V2"
Standard_E16-8as_v4,,,,16.0,128,,1.008,0.1008,westus3,"V1,V2"
Standard_E16-8as_v5,,,,16.0,128,,1.022,0.1022,centralus,"V1,V2"
Standard_E16-8as_v5,,,,16.0,128,,1.758,0.1022,centralus,"V1,V2"
Standard_E16-8as_v5,,,,16.0,128,,1.64,0.0904,eastus,"V1,V2"
Standard_E16-8as_v5,,,,16.0,128,,0.904,0.0904,eastus,"V1,V2"
Standard_E16-8as_v5,,,,16.0,128,,1.64,0.0904,eastus2,"V1,V2"
Standard_E16-8as_v5,,,,16.0,128,,0.904,0.0904,eastus2,"V1,V2"
Standard_E16-8as_v5,,,,16.0,128,,1.64,0.0904,northcentralus,"V1,V2"
Standard_E16-8as_v5,,,,16.0,128,,0.904,0.0904,northcentralus,"V1,V2"
Standard_E16-8as_v5,,,,16.0,128,,1.085,0.1085,southcentralus,"V1,V2"
Standard_E16-8as_v5,,,,16.0,128,,1.821,0.1085,southcentralus,"V1,V2"
Standard_E16-8as_v5,,,,16.0,128,,1.085,0.1085,westcentralus,"V1,V2"
Standard_E16-8as_v5,,,,16.0,128,,1.821,0.1085,westcentralus,"V1,V2"
Standard_E16-8as_v5,,,,16.0,128,,1.008,0.1008,westus,"V1,V2"
Standard_E16-8as_v5,,,,16.0,128,,1.744,0.1008,westus,"V1,V2"
Standard_E16-8as_v5,,,,16.0,128,,1.64,0.0904,westus2,"V1,V2"
Standard_E16-8as_v5,,,,16.0,128,,0.904,0.0904,westus2,"V1,V2"
Standard_E16-8as_v5,,,,16.0,128,,1.64,0.0904,westus3,"V1,V2"
Standard_E16-8as_v5,,,,16.0,128,,0.904,0.0904,westus3,"V1,V2"
Standard_E16-8ds_v4,,,,16.0,128,,1.302,0.1302,centralus,"V1,V2"
Standard_E16-8ds_v4,,,,16.0,128,,1.152,0.1152,eastus,"V1,V2"
Standard_E16-8ds_v4,,,,16.0,128,,1.152,0.167501,eastus2,"V1,V2"
Standard_E16-8ds_v4,,,,16.0,128,,1.152,0.1152,northcentralus,"V1,V2"
Standard_E16-8ds_v4,,,,16.0,128,,1.498,0.1498,southcentralus,"V1,V2"
Standard_E16-8ds_v4,,,,16.0,128,,1.382,0.1382,westcentralus,"V1,V2"
Standard_E16-8ds_v4,,,,16.0,128,,1.296,0.1296,westus,"V1,V2"
Standard_E16-8ds_v4,,,,16.0,128,,1.152,0.1152,westus2,"V1,V2"
Standard_E16-8ds_v4,,,,16.0,128,,1.152,0.133286,westus3,"V1,V2"
Standard_E16-8ds_v5,,,,16.0,128,,1.302,0.1302,centralus,"V1,V2"
Standard_E16-8ds_v5,,,,16.0,128,,1.152,0.130061,eastus,"V1,V2"
Standard_E16-8ds_v5,,,,16.0,128,,1.152,0.165658,eastus2,"V1,V2"
Standard_E16-8ds_v5,,,,16.0,128,,1.152,0.1152,northcentralus,"V1,V2"
Standard_E16-8ds_v5,,,,16.0,128,,1.382,0.1505,southcentralus,"V1,V2"
Standard_E16-8ds_v5,,,,16.0,128,,1.382,0.138694,westcentralus,"V1,V2"
Standard_E16-8ds_v5,,,,16.0,128,,1.296,0.130507,westus,"V1,V2"
Standard_E16-8ds_v5,,,,16.0,128,,1.152,0.115646,westus2,"V1,V2"
Standard_E16-8ds_v5,,,,16.0,128,,1.152,0.139507,westus3,"V1,V2"
Standard_E16-8s_v3,,,,16.0,128,,1.167,0.121952,centralus,"V1,V2"
Standard_E16-8s_v3,,,,16.0,128,,1.008,0.188496,eastus,"V1,V2"
Standard_E16-8s_v3,,,,16.0,128,,1.064,0.192371,eastus2,"V1,V2"
Standard_E16-8s_v3,,,,16.0,128,,1.008,0.103118,northcentralus,"V1,V2"
Standard_E16-8s_v3,,,,16.0,128,,1.166,0.120681,southcentralus,"V1,V2"
Standard_E16-8s_v3,,,,16.0,128,,1.166,0.1166,westcentralus,"V1,V2"
Standard_E16-8s_v3,,,,16.0,128,,1.12,0.115248,westus,"V1,V2"
Standard_E16-8s_v3,,,,16.0,128,,1.008,0.104933,westus2,"V1,V2"
Standard_E16-8s_v3,,,,16.0,128,,1.008,0.115315,westus3,"V1,V2"
Standard_E16-8s_v4,,,,16.0,128,,1.139,0.1139,centralus,"V1,V2"
Standard_E16-8s_v4,,,,16.0,128,,1.008,0.1008,eastus,"V1,V2"
Standard_E16-8s_v4,,,,16.0,128,,1.008,0.146563,eastus2,"V1,V2"
Standard_E16-8s_v4,,,,16.0,128,,1.008,0.1008,northcentralus,"V1,V2"
Standard_E16-8s_v4,,,,16.0,128,,1.21,0.121,southcentralus,"V1,V2"
Standard_E16-8s_v4,,,,16.0,128,,1.21,0.121,westcentralus,"V1,V2"
Standard_E16-8s_v4,,,,16.0,128,,1.12,0.112,westus,"V1,V2"
Standard_E16-8s_v4,,,,16.0,128,,1.008,0.1008,westus2,"V1,V2"
Standard_E16-8s_v4,,,,16.0,128,,1.008,0.116626,westus3,"V1,V2"
Standard_E16-8s_v5,,,,16.0,128,,1.139,0.1139,centralus,"V1,V2"
Standard_E16-8s_v5,,,,16.0,128,,1.008,0.113803,eastus,"V1,V2"
Standard_E16-8s_v5,,,,16.0,128,,1.008,0.14495,eastus2,"V1,V2"
Standard_E16-8s_v5,,,,16.0,128,,1.008,0.1008,northcentralus,"V1,V2"
Standard_E16-8s_v5,,,,16.0,128,,1.21,0.131769,southcentralus,"V1,V2"
Standard_E16-8s_v5,,,,16.0,128,,1.21,0.122089,westcentralus,"V1,V2"
Standard_E16-8s_v5,,,,16.0,128,,1.12,0.112784,westus,"V1,V2"
Standard_E16-8s_v5,,,,16.0,128,,1.008,0.10119,westus2,"V1,V2"
Standard_E16-8s_v5,,,,16.0,128,,1.008,0.122069,westus3,"V1,V2"
Standard_E16ads_v5,,,,16.0,128,,1.23,0.1184,centralus,"V1,V2"
Standard_E16ads_v5,,,,16.0,128,,1.184,0.1184,centralus,"V1,V2"
Standard_E16ads_v5,,,,16.0,128,,1.094,0.1048,eastus,"V1,V2"
Standard_E16ads_v5,,,,16.0,128,,1.048,0.1048,eastus,"V1,V2"
Standard_E16ads_v5,,,,16.0,128,,1.094,0.1048,eastus2,"V1,V2"
Standard_E16ads_v5,,,,16.0,128,,1.048,0.1048,eastus2,"V1,V2"
Standard_E16ads_v5,,,,16.0,128,,1.048,0.1048,northcentralus,"V1,V2"
Standard_E16ads_v5,,,,16.0,128,,1.094,0.1048,northcentralus,"V1,V2"
Standard_E16ads_v5,,,,16.0,128,,1.258,0.1258,southcentralus,"V1,V2"
Standard_E16ads_v5,,,,16.0,128,,1.304,0.1258,southcentralus,"V1,V2"
Standard_E16ads_v5,,,,16.0,128,,1.304,0.1258,westcentralus,"V1,V2"
Standard_E16ads_v5,,,,16.0,128,,1.258,0.1258,westcentralus,"V1,V2"
Standard_E16ads_v5,,,,16.0,128,,1.184,0.1184,westus,"V1,V2"
Standard_E16ads_v5,,,,16.0,128,,1.23,0.1184,westus,"V1,V2"
Standard_E16ads_v5,,,,16.0,128,,1.048,0.1048,westus2,"V1,V2"
Standard_E16ads_v5,,,,16.0,128,,1.094,0.1048,westus2,"V1,V2"
Standard_E16ads_v5,,,,16.0,128,,1.048,0.1048,westus3,"V1,V2"
Standard_E16ads_v5,,,,16.0,128,,1.094,0.1048,westus3,"V1,V2"
Standard_E16as_v4,,,,16.0,128,,1.139,0.1139,centralus,"V1,V2"
Standard_E16as_v4,,,,16.0,128,,1.008,0.1008,eastus,"V1,V2"
Standard_E16as_v4,,,,16.0,128,,1.008,0.1008,eastus2,"V1,V2"
Standard_E16as_v4,,,,16.0,128,,1.008,0.1008,northcentralus,"V1,V2"
Standard_E16as_v4,,,,16.0,128,,1.21,0.121,southcentralus,"V1,V2"
Standard_E16as_v4,,,,16.0,128,,1.21,0.121,westcentralus,"V1,V2"
Standard_E16as_v4,,,,16.0,128,,1.12,0.112,westus,"V1,V2"
Standard_E16as_v4,,,,16.0,128,,1.008,0.1008,westus2,"V1,V2"
Standard_E16as_v4,,,,16.0,128,,1.008,0.1008,westus3,"V1,V2"
Standard_E16as_v5,,,,16.0,128,,1.068,0.1022,centralus,"V1,V2"
Standard_E16as_v5,,,,16.0,128,,1.022,0.1022,centralus,"V1,V2"
Standard_E16as_v5,,,,16.0,128,,0.95,0.0904,eastus,"V1,V2"
Standard_E16as_v5,,,,16.0,128,,0.904,0.0904,eastus,"V1,V2"
Standard_E16as_v5,,,,16.0,128,,0.904,0.0904,eastus2,"V1,V2"
Standard_E16as_v5,,,,16.0,128,,0.95,0.0904,eastus2,"V1,V2"
Standard_E16as_v5,,,,16.0,128,,0.95,0.0904,northcentralus,"V1,V2"
Standard_E16as_v5,,,,16.0,128,,0.904,0.0904,northcentralus,"V1,V2"
Standard_E16as_v5,,,,16.0,128,,1.131,0.1085,southcentralus,"V1,V2"
Standard_E16as_v5,,,,16.0,128,,1.085,0.1085,southcentralus,"V1,V2"
Standard_E16as_v5,,,,16.0,128,,1.085,0.1085,westcentralus,"V1,V2"
Standard_E16as_v5,,,,16.0,128,,1.131,0.1085,westcentralus,"V1,V2"
Standard_E16as_v5,,,,16.0,128,,1.008,0.1008,westus,"V1,V2"
Standard_E16as_v5,,,,16.0,128,,1.054,0.1008,westus,"V1,V2"
Standard_E16as_v5,,,,16.0,128,,0.95,0.0904,westus2,"V1,V2"
Standard_E16as_v5,,,,16.0,128,,0.904,0.0904,westus2,"V1,V2"
Standard_E16as_v5,,,,16.0,128,,0.95,0.0904,westus3,"V1,V2"
Standard_E16as_v5,,,,16.0,128,,0.904,0.0904,westus3,"V1,V2"
Standard_E16a_v4,,,,16.0,128,,1.139,0.1139,centralus,"V1,V2"
Standard_E16a_v4,,,,16.0,128,,1.008,0.1008,eastus,"V1,V2"
Standard_E16a_v4,,,,16.0,128,,1.008,0.1008,eastus2,"V1,V2"
Standard_E16a_v4,,,,16.0,128,,1.008,0.1008,northcentralus,"V1,V2"
Standard_E16a_v4,,,,16.0,128,,1.21,0.121,southcentralus,"V1,V2"
Standard_E16a_v4,,,,16.0,128,,1.21,0.121,westcentralus,"V1,V2"
Standard_E16a_v4,,,,16.0,128,,1.12,0.112,westus,"V1,V2"
Standard_E16a_v4,,,,16.0,128,,1.008,0.1008,westus2,"V1,V2"
Standard_E16a_v4,,,,16.0,128,,1.008,0.1008,westus3,"V1,V2"
Standard_E16bds_v5,,,,16.0,128,,1.51,0.151,centralus,"V1,V2"
Standard_E16bds_v5,,,,16.0,128,,1.336,0.150834,eastus,"V1,V2"
Standard_E16bds_v5,,,,16.0,128,,1.336,0.192117,eastus2,"V1,V2"
Standard_E16bds_v5,,,,16.0,128,,1.336,0.1336,northcentralus,"V1,V2"
Standard_E16bds_v5,,,,16.0,128,,1.603,0.174567,southcentralus,"V1,V2"
Standard_E16bds_v5,,,,16.0,128,,1.603,0.16046,westcentralus,"V1,V2"
Standard_E16bds_v5,,,,16.0,128,,1.512,0.152258,westus,"V1,V2"
Standard_E16bds_v5,,,,16.0,128,,1.336,0.134134,westus2,"V1,V2"
Standard_E16bds_v5,,,,16.0,128,,1.336,0.16179,westus3,"V1,V2"
Standard_E16bs_v5,,,,16.0,128,,1.347,0.1347,centralus,"V1,V2"
Standard_E16bs_v5,,,,16.0,128,,1.192,0.134577,eastus,"V1,V2"
Standard_E16bs_v5,,,,16.0,128,,1.192,0.17141,eastus2,"V1,V2"
Standard_E16bs_v5,,,,16.0,128,,1.192,0.1192,northcentralus,"V1,V2"
Standard_E16bs_v5,,,,16.0,128,,1.43,0.155727,southcentralus,"V1,V2"
Standard_E16bs_v5,,,,16.0,128,,1.43,0.143143,westcentralus,"V1,V2"
Standard_E16bs_v5,,,,16.0,128,,1.336,0.134535,westus,"V1,V2"
Standard_E16bs_v5,,,,16.0,128,,1.192,0.119677,westus2,"V1,V2"
Standard_E16bs_v5,,,,16.0,128,,1.192,0.144351,westus3,"V1,V2"
Standard_E16ds_v4,,,,16.0,128,,1.302,0.1302,centralus,"V1,V2"
Standard_E16ds_v4,,,,16.0,128,,1.152,0.1152,eastus,"V1,V2"
Standard_E16ds_v4,,,,16.0,128,,1.152,0.167501,eastus2,"V1,V2"
Standard_E16ds_v4,,,,16.0,128,,1.152,0.1152,northcentralus,"V1,V2"
Standard_E16ds_v4,,,,16.0,128,,1.498,0.1498,southcentralus,"V1,V2"
Standard_E16ds_v4,,,,16.0,128,,1.382,0.1382,westcentralus,"V1,V2"
Standard_E16ds_v4,,,,16.0,128,,1.296,0.1296,westus,"V1,V2"
Standard_E16ds_v4,,,,16.0,128,,1.152,0.1152,westus2,"V1,V2"
Standard_E16ds_v4,,,,16.0,128,,1.152,0.133286,westus3,"V1,V2"
Standard_E16ds_v5,,,,16.0,128,,1.302,0.1302,centralus,"V1,V2"
Standard_E16ds_v5,,,,16.0,128,,1.152,0.130061,eastus,"V1,V2"
Standard_E16ds_v5,,,,16.0,128,,1.152,0.165658,eastus2,"V1,V2"
Standard_E16ds_v5,,,,16.0,128,,1.152,0.1152,northcentralus,"V1,V2"
Standard_E16ds_v5,,,,16.0,128,,1.382,0.1505,southcentralus,"V1,V2"
Standard_E16ds_v5,,,,16.0,128,,1.382,0.138694,westcentralus,"V1,V2"
Standard_E16ds_v5,,,,16.0,128,,1.296,0.130507,westus,"V1,V2"
Standard_E16ds_v5,,,,16.0,128,,1.152,0.115646,westus2,"V1,V2"
Standard_E16ds_v5,,,,16.0,128,,1.152,0.139507,westus3,"V1,V2"
Standard_E16d_v4,,,,16.0,128,,1.302,0.1302,centralus,"V1,V2"
Standard_E16d_v4,,,,16.0,128,,1.152,0.1152,eastus,"V1,V2"
Standard_E16d_v4,,,,16.0,128,,1.152,0.167501,eastus2,"V1,V2"
Standard_E16d_v4,,,,16.0,128,,1.152,0.1152,northcentralus,"V1,V2"
Standard_E16d_v4,,,,16.0,128,,1.498,0.1498,southcentralus,"V1,V2"
Standard_E16d_v4,,,,16.0,128,,1.382,0.1382,westcentralus,"V1,V2"
Standard_E16d_v4,,,,16.0,128,,1.296,0.1296,westus,"V1,V2"
Standard_E16d_v4,,,,16.0,128,,1.152,0.1152,westus2,"V1,V2"
Standard_E16d_v4,,,,16.0,128,,1.152,0.133286,westus3,"V1,V2"
Standard_E16d_v5,,,,16.0,128,,1.302,0.1302,centralus,"V1,V2"
Standard_E16d_v5,,,,16.0,128,,1.152,0.130061,eastus,"V1,V2"
Standard_E16d_v5,,,,16.0,128,,1.152,0.165658,eastus2,"V1,V2"
Standard_E16d_v5,,,,16.0,128,,1.152,0.1152,northcentralus,"V1,V2"
Standard_E16d_v5,,,,16.0,128,,1.382,0.1505,southcentralus,"V1,V2"
Standard_E16d_v5,,,,16.0,128,,1.382,0.138694,westcentralus,"V1,V2"
Standard_E16d_v5,,,,16.0,128,,1.296,0.130507,westus,"V1,V2"
Standard_E16d_v5,,,,16.0,128,,1.152,0.115646,westus2,"V1,V2"
Standard_E16d_v5,,,,16.0,128,,1.152,0.139507,westus3,"V1,V2"
Standard_E16pds_v5,,,,16.0,128,,1.041,0.1041,centralus,V2
Standard_E16pds_v5,,,,16.0,128,,0.922,0.0922,eastus,V2
Standard_E16pds_v5,,,,16.0,128,,0.922,0.0922,eastus2,V2
Standard_E16pds_v5,,,,16.0,128,,0.922,0.0922,northcentralus,V2
Standard_E16pds_v5,,,,16.0,128,,1.106,0.1106,southcentralus,V2
Standard_E16pds_v5,,,,16.0,128,,1.106,0.1106,westcentralus,V2
Standard_E16pds_v5,,,,16.0,128,,1.04,0.104,westus,V2
Standard_E16pds_v5,,,,16.0,128,,0.922,0.0922,westus2,V2
Standard_E16pds_v5,,,,16.0,128,,0.922,0.0922,westus3,V2
Standard_E16ps_v5,,,,16.0,128,,0.911,0.0911,centralus,V2
Standard_E16ps_v5,,,,16.0,128,,0.806,0.0806,eastus,V2
Standard_E16ps_v5,,,,16.0,128,,0.806,0.0806,eastus2,V2
Standard_E16ps_v5,,,,16.0,128,,0.806,0.0806,northcentralus,V2
Standard_E16ps_v5,,,,16.0,128,,0.968,0.0968,southcentralus,V2
Standard_E16ps_v5,,,,16.0,128,,0.968,0.0968,westcentralus,V2
Standard_E16ps_v5,,,,16.0,128,,0.896,0.0896,westus,V2
Standard_E16ps_v5,,,,16.0,128,,0.806,0.0806,westus2,V2
Standard_E16ps_v5,,,,16.0,128,,0.806,0.0806,westus3,V2
Standard_E16s_v3,,,,16.0,128,,1.167,0.121952,centralus,"V1,V2"
Standard_E16s_v3,,,,16.0,128,,1.008,0.188496,eastus,"V1,V2"
Standard_E16s_v3,,,,16.0,128,,1.064,0.192371,eastus2,"V1,V2"
Standard_E16s_v3,,,,16.0,128,,1.008,0.103118,northcentralus,"V1,V2"
Standard_E16s_v3,,,,16.0,128,,1.166,0.120681,southcentralus,"V1,V2"
Standard_E16s_v3,,,,16.0,128,,1.166,0.1166,westcentralus,"V1,V2"
Standard_E16s_v3,,,,16.0,128,,1.12,0.115248,westus,"V1,V2"
Standard_E16s_v3,,,,16.0,128,,1.008,0.104933,westus2,"V1,V2"
Standard_E16s_v3,,,,16.0,128,,1.008,0.115315,westus3,"V1,V2"
Standard_E16s_v4,,,,16.0,128,,1.139,0.1139,centralus,"V1,V2"
Standard_E16s_v4,,,,16.0,128,,1.008,0.1008,eastus,"V1,V2"
Standard_E16s_v4,,,,16.0,128,,1.008,0.146563,eastus2,"V1,V2"
Standard_E16s_v4,,,,16.0,128,,1.008,0.1008,northcentralus,"V1,V2"
Standard_E16s_v4,,,,16.0,128,,1.21,0.121,southcentralus,"V1,V2"
Standard_E16s_v4,,,,16.0,128,,1.21,0.121,westcentralus,"V1,V2"
Standard_E16s_v4,,,,16.0,128,,1.12,0.112,westus,"V1,V2"
Standard_E16s_v4,,,,16.0,128,,1.008,0.1008,westus2,"V1,V2"
Standard_E16s_v4,,,,16.0,128,,1.008,0.116626,westus3,"V1,V2"
Standard_E16s_v5,,,,16.0,128,,1.139,0.1139,centralus,"V1,V2"
Standard_E16s_v5,,,,16.0,128,,1.008,0.113803,eastus,"V1,V2"
Standard_E16s_v5,,,,16.0,128,,1.008,0.14495,eastus2,"V1,V2"
Standard_E16s_v5,,,,16.0,128,,1.008,0.1008,northcentralus,"V1,V2"
Standard_E16s_v5,,,,16.0,128,,1.21,0.131769,southcentralus,"V1,V2"
Standard_E16s_v5,,,,16.0,128,,1.21,0.122089,westcentralus,"V1,V2"
Standard_E16s_v5,,,,16.0,128,,1.12,0.112784,westus,"V1,V2"
Standard_E16s_v5,,,,16.0,128,,1.008,0.10119,westus2,"V1,V2"
Standard_E16s_v5,,,,16.0,128,,1.008,0.122069,westus3,"V1,V2"
Standard_E16_v3,,,,16.0,128,,1.167,0.121952,centralus,V1
Standard_E16_v3,,,,16.0,128,,1.008,0.188496,eastus,V1
Standard_E16_v3,,,,16.0,128,,1.064,0.192371,eastus2,V1
Standard_E16_v3,,,,16.0,128,,1.008,0.103118,northcentralus,V1
Standard_E16_v3,,,,16.0,128,,1.166,0.120681,southcentralus,V1
Standard_E16_v3,,,,16.0,128,,1.166,0.1166,westcentralus,V1
Standard_E16_v3,,,,16.0,128,,1.12,0.115248,westus,V1
Standard_E16_v3,,,,16.0,128,,1.008,0.104933,westus2,V1
Standard_E16_v3,,,,16.0,128,,1.008,0.115315,westus3,V1
Standard_E16_v4,,,,16.0,128,,1.139,0.1139,centralus,"V1,V2"
Standard_E16_v4,,,,16.0,128,,1.008,0.1008,eastus,"V1,V2"
Standard_E16_v4,,,,16.0,128,,1.008,0.146563,eastus2,"V1,V2"
Standard_E16_v4,,,,16.0,128,,1.008,0.1008,northcentralus,"V1,V2"
